Date,HSI Price,SSE Price,DJIA Price,FTSE Price,DAX Price,SP500 Price
16/12/2013,23114.66,2160.86,15884.57,6522.2,9163.56,1786.54
13/12/2013,23245.96,2196.07,15755.36,6439.96,9006.46,1775.32
12/12/2013,23218.12,2202.8,15739.43,6445.25,9017,1775.5
11/12/2013,23338.24,2204.17,15843.53,6507.72,9077.11,1782.22
10/12/2013,23744.19,2237.49,15973.13,6523.31,9114.44,1802.62
9/12/2013,23811.17,2238.2,16025.53,6559.48,9195.17,1808.37
6/12/2013,23743.1,2237.11,16020.2,6551.99,9172.41,1805.09
5/12/2013,23712.57,2247.06,15821.51,6498.33,9084.95,1785.03
4/12/2013,23728.7,2251.76,15889.77,6509.97,9140.63,1792.81
3/12/2013,23910.47,2222.67,15914.62,6532.43,9223.4,1795.15
2/12/2013,24038.55,2207.37,16008.77,6595.33,9401.96,1800.9
29/11/2013,23881.29,2220.5,16086.41,6650.57,9405.3,1805.81
27/11/2013,23806.35,2201.07,16097.33,6649.47,9351.13,1807.23
26/11/2013,23681.28,2183.07,16072.8,6636.22,9290.07,1802.75
25/11/2013,23684.45,2186.12,16072.54,6694.62,9299.95,1802.48
22/11/2013,23696.28,2196.38,16064.77,6674.3,9219.04,1804.76
21/11/2013,23580.29,2205.77,16009.99,6681.33,9196.08,1795.85
20/11/2013,23700.86,2206.61,15900.82,6681.08,9202.07,1781.37
19/11/2013,23657.81,2193.12,15967.03,6698.01,9193.29,1787.87
18/11/2013,23660.06,2197.22,15976.02,6723.46,9225.43,1791.53
15/11/2013,23032.15,2135.83,15961.7,6693.44,9168.69,1798.18
14/11/2013,22649.15,2100.51,15876.22,6666.13,9149.66,1790.62
13/11/2013,22463.83,2087.94,15821.63,6630,9054.83,1782
12/11/2013,22901.41,2126.77,15750.67,6726.79,9076.48,1767.69
11/11/2013,23069.85,2109.47,15783.1,6728.37,9107.86,1771.89
8/11/2013,22744.39,2106.13,15761.78,6708.42,9078.28,1770.61
7/11/2013,22881.03,2129.4,15593.98,6697.22,9081.03,1747.15
6/11/2013,23036.94,2139.61,15746.88,6741.69,9040.87,1770.49
5/11/2013,23038.95,2157.24,15618.22,6746.84,9009.11,1762.97
4/11/2013,23189.62,2149.63,15639.12,6763.62,9037.23,1767.93
1/11/2013,23249.79,2149.56,15615.55,6734.74,9007.83,1761.64
31/10/2013,23206.37,2141.61,15545.75,6731.43,9033.92,1756.54
30/10/2013,23304.02,2160.46,15618.76,6777.7,9010.27,1763.31
29/10/2013,22846.54,2128.86,15680.35,6774.73,9022.04,1771.95
28/10/2013,22806.58,2133.87,15568.93,6725.82,8978.65,1762.11
25/10/2013,22698.34,2132.96,15570.28,6721.34,8985.74,1759.77
24/10/2013,22835.82,2164.32,15509.21,6713.18,8980.63,1752.07
23/10/2013,22999.95,2183.11,15413.33,6674.48,8919.86,1746.38
22/10/2013,23315.99,2210.65,15467.66,6695.66,8947.46,1754.67
21/10/2013,23438.15,2229.24,15392.2,6654.2,8867.22,1744.66
18/10/2013,23340.1,2193.78,15399.65,6622.58,8865.1,1744.5
17/10/2013,23094.88,2188.54,15371.65,6576.16,8811.98,1733.15
16/10/2013,23228.33,2193.07,15373.83,6571.59,8846,1721.54
15/10/2013,23336.52,2233.41,15168.01,6549.11,8804.44,1698.06
11/10/2013,23218.32,2228.15,15237.11,6487.19,8724.83,1703.2
10/10/2013,22951.3,2190.93,15126.07,6430.49,8685.77,1692.56
9/10/2013,23033.97,2211.77,14802.98,6337.91,8516.69,1656.4
8/10/2013,23178.85,2198.2,14776.53,6365.83,8555.89,1655.45
30/9/2013,22859.86,2174.66,15129.67,6462.22,8594.4,1681.55
27/9/2013,23207.04,2160.03,15258.24,6512.66,8661.51,1691.75
26/9/2013,23125.03,2155.81,15328.3,6565.59,8664.1,1698.67
25/9/2013,23209.63,2198.52,15273.26,6551.53,8665.63,1692.77
24/9/2013,23179.04,2207.53,15334.59,6571.46,8664.6,1697.42
23/9/2013,23371.54,2221.04,15401.38,6557.37,8635.29,1701.84
18/9/2013,23117.45,2191.85,15676.94,6558.82,8636.06,1725.52
17/9/2013,23180.52,2185.56,15529.73,6570.17,8596.95,1704.76
16/9/2013,23252.41,2231.4,15494.78,6622.86,8613,1697.6
13/9/2013,22915.28,2236.22,15376.06,6583.8,8509.42,1687.99
12/9/2013,22953.72,2255.6,15300.64,6588.98,8494,1683.42
11/9/2013,22937.14,2241.27,15326.6,6588.43,8495.73,1689.13
10/9/2013,22976.65,2237.98,15191.06,6583.99,8446.54,1683.99
9/9/2013,22750.65,2212.52,15063.12,6530.74,8276.32,1671.71
6/9/2013,22621.22,2139.99,14922.5,6547.33,8275.67,1655.17
5/9/2013,22597.97,2122.43,14937.48,6532.44,8234.98,1655.08
4/9/2013,22326.22,2127.62,14930.87,6474.74,8195.92,1653.08
3/9/2013,22394.58,2123.11,14833.96,6468.41,8180.71,1639.77
30/8/2013,21731.37,2098.38,14810.31,6412.93,8103.15,1632.97
29/8/2013,21704.78,2097.23,14840.95,6483.05,8194.55,1638.17
28/8/2013,21524.65,2101.3,14824.51,6430.06,8157.9,1634.96
27/8/2013,21874.77,2103.57,14776.13,6440.97,8242.56,1630.48
23/8/2013,21863.51,2057.46,15010.51,6492.1,8416.99,1663.5
22/8/2013,21895.4,2067.12,14963.74,6446.87,8397.89,1656.96
21/8/2013,21817.73,2072.96,14897.55,6390.84,8285.41,1642.8
20/8/2013,21970.29,2072.59,15002.99,6453.46,8300.03,1652.35
19/8/2013,22463.7,2085.6,15010.74,6465.73,8366.29,1646.06
16/8/2013,22517.81,2068.45,15081.47,6499.99,8391.94,1655.83
15/8/2013,22539.25,2081.88,15112.19,6483.34,8376.29,1661.32
13/8/2013,22541.13,2106.16,15451.01,6611.94,8415.76,1694.16
12/8/2013,22271.28,2101.28,15419.68,6574.34,8359.25,1689.47
9/8/2013,21807.56,2052.23,15425.51,6583.39,8338.31,1691.42
8/8/2013,21655.88,2044.9,15498.32,6529.68,8318.32,1697.48
7/8/2013,21588.84,2046.78,15470.67,6511.21,8260.48,1690.91
6/8/2013,21923.7,2060.5,15518.74,6604.21,8299.73,1697.37
5/8/2013,22222.01,2050.48,15612.13,6619.58,8398.38,1707.14
2/8/2013,22190.97,2029.42,15658.36,6647.87,8406.94,1709.67
1/8/2013,22088.79,2029.07,15628.02,6681.98,8410.73,1706.87
31/7/2013,21883.66,1993.8,15499.54,6621.06,8275.97,1685.73
30/7/2013,21953.96,1990.06,15520.59,6570.95,8271.02,1685.96
29/7/2013,21850.15,1976.31,15521.97,6560.25,8259.03,1685.33
26/7/2013,21968.95,2010.85,15558.83,6554.79,8244.91,1691.65
25/7/2013,21900.96,2021.17,15555.61,6587.95,8298.98,1690.25
24/7/2013,21968.93,2033.33,15542.24,6620.43,8379.11,1685.94
23/7/2013,21915.42,2043.88,15567.74,6597.44,8314.23,1692.39
22/7/2013,21416.5,2004.76,15545.55,6623.17,8331.06,1695.53
19/7/2013,21362.42,1992.65,15543.74,6630.67,8331.57,1692.09
18/7/2013,21345.22,2023.4,15548.54,6634.36,8337.09,1689.37
17/7/2013,21371.87,2044.92,15470.52,6571.93,8254.72,1680.91
16/7/2013,21312.38,2065.72,15451.85,6556.35,8201.05,1676.26
15/7/2013,21303.31,2059.39,15484.26,6586.11,8234.81,1682.5
12/7/2013,21277.28,2039.49,15464.3,6544.94,8212.77,1680.19
11/7/2013,21437.49,2072.99,15460.92,6543.41,8158.8,1675.02
10/7/2013,20904.56,2008.13,15291.66,6504.96,8066.48,1652.62
9/7/2013,20683.01,1965.45,15300.34,6513.08,8057.75,1652.32
8/7/2013,20582.19,1958.27,15224.69,6450.07,7968.54,1640.46
5/7/2013,20854.67,2007.2,15135.84,6375.52,7806,1631.89
3/7/2013,20147.31,1994.27,14988.55,6229.87,7829.32,1615.41
2/7/2013,20658.65,2006.56,14932.41,6303.94,7910.77,1614.08
28/6/2013,20803.29,1979.21,14909.6,6215.47,7959.22,1606.28
27/6/2013,20440.08,1950.01,15024.49,6243.4,7990.75,1613.2
26/6/2013,20338.55,1951.5,14910.14,6165.48,7940.99,1603.26
25/6/2013,19855.72,1959.51,14760.31,6101.91,7811.3,1588.03
24/6/2013,19813.98,1963.24,14659.56,6029.1,7692.45,1573.09
21/6/2013,20263.31,2073.1,14799.4,6116.17,7789.24,1592.43
20/6/2013,20382.87,2084.02,14758.32,6159.51,7928.48,1588.19
19/6/2013,20986.89,2143.45,15112.19,6348.82,8197.08,1628.93
18/6/2013,21225.88,2159.29,15318.23,6374.21,8229.51,1651.81
17/6/2013,21225.9,2156.21,15179.85,6330.49,8215.73,1639.04
14/6/2013,20969.14,2162.04,15070.18,6308.26,8127.96,1626.73
13/6/2013,20887.04,2148.36,15176.08,6304.63,8095.39,1636.36
7/6/2013,21575.26,2210.9,15248.12,6411.99,8254.68,1643.38
6/6/2013,21838.43,2242.11,15040.62,6336.11,8098.81,1622.56
5/6/2013,22069.24,2270.93,14960.59,6419.31,8196.18,1608.9
4/6/2013,22285.52,2272.42,15177.54,6558.58,8295.96,1631.38
3/6/2013,22282.19,2299.25,15254.03,6525.12,8285.8,1640.42
31/5/2013,22392.16,2300.59,15115.57,6583.09,8348.84,1630.74
30/5/2013,22484.31,2317.75,15324.53,6656.99,8400.2,1654.41
29/5/2013,22554.93,2324.02,15302.8,6627.17,8336.58,1648.36
28/5/2013,22924.25,2321.32,15409.39,6762.01,8480.87,1660.06
24/5/2013,22618.67,2288.53,15303.1,6654.34,8305.32,1649.6
23/5/2013,22669.68,2275.67,15294.5,6696.79,8351.98,1650.51
22/5/2013,23261.08,2302.4,15307.17,6840.27,8530.89,1655.35
21/5/2013,23366.37,2305.11,15387.58,6803.87,8472.2,1669.16
20/5/2013,23493.03,2299.99,15335.28,6755.63,8455.83,1666.29
16/5/2013,23082.68,2251.81,15233.22,6687.8,8369.87,1650.47
15/5/2013,23044.24,2224.8,15275.69,6693.55,8362.42,1658.78
14/5/2013,22930.28,2217.01,15215.25,6686.06,8339.11,1650.34
13/5/2013,22989.81,2241.92,15091.68,6631.76,8279.29,1633.77
10/5/2013,23321.22,2246.83,15118.49,6624.98,8278.59,1633.7
9/5/2013,23211.48,2232.97,15082.62,6592.74,8262.55,1626.67
8/5/2013,23244.35,2246.3,15105.12,6583.48,8249.71,1632.69
7/5/2013,23047.09,2235.57,15056.2,6557.3,8181.78,1625.96
3/5/2013,22689.96,2205.5,14973.96,6521.46,8122.29,1614.42
2/5/2013,22668.3,2174.12,14831.58,6460.71,7961.71,1597.59
26/4/2013,22547.71,2177.91,14712.55,6426.42,7814.76,1582.24
25/4/2013,22401.24,2199.31,14700.8,6442.59,7832.86,1585.16
24/4/2013,22183.05,2218.32,14676.3,6431.76,7759.03,1578.79
23/4/2013,21806.61,2184.54,14719.46,6406.12,7658.21,1578.78
22/4/2013,22044.37,2242.17,14567.17,6280.62,7478.11,1562.5
19/4/2013,22013.57,2244.64,14547.51,6286.59,7459.96,1555.25
18/4/2013,21512.52,2197.6,14537.14,6243.67,7473.73,1541.61
17/4/2013,21569.67,2193.8,14618.59,6244.21,7503.03,1552.01
16/4/2013,21672.03,2194.85,14756.78,6304.58,7682.58,1574.57
15/4/2013,21772.67,2181.94,14599.2,6343.6,7712.63,1552.36
12/4/2013,22089.05,2206.78,14865.06,6384.39,7744.77,1588.85
11/4/2013,22101.27,2219.55,14865.14,6416.14,7871.63,1593.37
10/4/2013,22034.56,2226.13,14802.24,6387.37,7810.63,1587.73
9/4/2013,21870.34,2225.77,14673.46,6313.21,7637.51,1568.61
8/4/2013,21718.05,2211.59,14613.48,6276.94,7662.64,1563.07
3/4/2013,22337.49,2225.3,14550.35,6420.28,7874.75,1553.69
2/4/2013,22367.82,2227.74,14662.01,6490.66,7943.87,1570.25
28/3/2013,22299.63,2236.3,14578.54,6411.74,7795.31,1569.19
27/3/2013,22464.82,2301.26,14526.16,6387.56,7789.09,1562.85
26/3/2013,22311.08,2297.67,14559.65,6399.37,7879.67,1563.77
25/3/2013,22251.15,2326.71,14447.75,6378.38,7870.9,1551.69
22/3/2013,22115.3,2328.28,14512.03,6392.76,7911.35,1556.89
21/3/2013,22225.88,2324.24,14421.49,6388.55,7932.51,1545.8
20/3/2013,22256.44,2317.37,14511.73,6432.7,8001.97,1558.71
19/3/2013,22041.86,2257.43,14455.82,6441.32,7947.79,1548.34
18/3/2013,22083.36,2240.02,14452.06,6457.92,8010.7,1552.1
15/3/2013,22533.11,2278.4,14514.11,6489.65,8042.85,1560.7
14/3/2013,22619.18,2270.28,14539.14,6529.41,8058.37,1563.23
13/3/2013,22556.65,2263.97,14455.28,6481.5,7970.91,1554.52
12/3/2013,22890.6,2286.6,14450.06,6510.62,7966.12,1552.48
11/3/2013,23090.82,2310.59,14447.29,6503.63,7984.29,1556.22
8/3/2013,23091.95,2318.61,14397.07,6483.58,7986.47,1551.18
7/3/2013,22771.44,2324.29,14329.49,6439.16,7939.77,1544.26
6/3/2013,22777.84,2347.18,14296.24,6427.64,7919.33,1541.46
5/3/2013,22560.5,2326.31,14253.77,6431.95,7870.31,1539.79
4/3/2013,22537.81,2273.4,14127.82,6345.63,7691.68,1525.2
1/3/2013,22880.22,2359.51,14089.66,6378.6,7708.16,1518.2
28/2/2013,23020.27,2365.59,14054.49,6360.81,7741.7,1514.68
27/2/2013,22577.01,2313.22,14075.37,6325.88,7675.83,1515.99
26/2/2013,22519.69,2293.34,13900.13,6270.44,7597.11,1496.94
25/2/2013,22820.08,2325.82,13784.17,6355.37,7773.19,1487.85
22/2/2013,22782.44,2314.16,14000.57,6335.7,7661.91,1515.6
21/2/2013,22906.67,2325.95,13880.62,6291.54,7583.57,1502.42
20/2/2013,23307.41,2397.18,13927.54,6395.37,7728.9,1511.95
19/2/2013,23143.91,2382.91,14035.67,6379.07,7752.45,1530.94
8/2/2013,23215.16,2432.4,13992.97,6263.93,7652.14,1517.93
7/2/2013,23177,2418.53,13944.05,6228.42,7590.85,1509.39
6/2/2013,23256.93,2434.48,13986.52,6295.34,7581.18,1512.12
5/2/2013,23148.53,2433.13,13979.3,6282.76,7664.66,1511.29
4/2/2013,23685.01,2428.15,13880.08,6246.84,7638.23,1495.71
1/2/2013,23721.84,2419.02,14009.79,6347.24,7833.39,1513.17
31/1/2013,23729.53,2385.42,13860.58,6276.88,7776.05,1498.11
30/1/2013,23822.06,2382.47,13910.42,6323.11,7811.31,1501.96
29/1/2013,23655.17,2358.98,13954.42,6339.19,7848.57,1507.84
28/1/2013,23671.88,2346.51,13881.93,6294.41,7833,1500.18
25/1/2013,23580.43,2291.3,13895.98,6284.45,7857.97,1502.96
24/1/2013,23598.9,2302.6,13825.33,6264.91,7748.13,1494.82
23/1/2013,23635.1,2320.91,13779.33,6197.64,7707.54,1494.81
22/1/2013,23658.99,2315.14,13712.21,6179.17,7696.21,1492.56
18/1/2013,23601.78,2317.07,13649.7,6154.41,7702.23,1485.98
17/1/2013,23339.76,2284.91,13596.02,6132.36,7735.46,1480.94
16/1/2013,23356.99,2309.5,13511.23,6103.98,7691.13,1472.63
15/1/2013,23381.51,2325.68,13534.89,6117.31,7675.91,1472.34
14/1/2013,23413.26,2311.74,13507.32,6107.86,7729.52,1470.68
11/1/2013,23264.07,2243,13488.43,6121.58,7715.53,1472.05
10/1/2013,23354.31,2283.66,13471.22,6101.51,7708.47,1472.12
9/1/2013,23218.47,2275.34,13390.51,6098.65,7720.47,1461.02
8/1/2013,23111.19,2276.07,13328.85,6053.63,7695.83,1457.15
7/1/2013,23329.75,2285.36,13384.29,6064.58,7732.66,1461.89
4/1/2013,23331.09,2276.99,13435.21,6089.84,7776.37,1466.47
28/12/2012,22666.59,2233.25,12938.11,5925.37,7612.39,1402.43
27/12/2012,22619.78,2205.9,13096.31,5954.3,7655.88,1418.1
21/12/2012,22506.29,2153.31,13190.84,5939.99,7636.23,1430.15
20/12/2012,22659.78,2168.35,13311.72,5958.34,7672.1,1443.69
19/12/2012,22623.37,2162.24,13251.97,5961.59,7668.5,1435.81
18/12/2012,22494.73,2162.46,13350.96,5935.9,7653.58,1446.79
17/12/2012,22513.61,2160.34,13235.39,5912.15,7604.94,1430.36
14/12/2012,22605.98,2150.63,13135.01,5921.76,7596.47,1413.58
13/12/2012,22445.58,2061.48,13170.72,5929.61,7581.98,1419.45
12/12/2012,22503.35,2082.73,13245.45,5945.85,7614.79,1428.48
11/12/2012,22323.94,2074.7,13248.44,5924.97,7589.75,1427.84
10/12/2012,22276.72,2083.77,13169.88,5921.63,7530.92,1418.55
7/12/2012,22191.17,2061.79,13155.13,5914.4,7517.8,1418.07
6/12/2012,22249.81,2029.24,13074.04,5901.42,7534.54,1413.94
5/12/2012,22270.91,2031.91,13034.49,5892.08,7454.55,1409.28
4/12/2012,21799.97,1975.14,12951.78,5869.04,7435.12,1407.05
3/12/2012,21767.85,1959.77,12965.6,5871.24,7435.21,1409.46
30/11/2012,22030.39,1980.12,13025.58,5866.82,7405.5,1416.18
29/11/2012,21922.89,1963.49,13021.82,5870.3,7400.96,1415.95
28/11/2012,21708.98,1973.52,12985.11,5803.28,7343.41,1409.93
27/11/2012,21844.03,1991.17,12878.13,5799.71,7332.33,1398.94
26/11/2012,21861.81,2017.46,12967.37,5786.72,7292.03,1406.29
23/11/2012,21913.98,2027.38,13009.68,5819.14,7309.13,1409.15
21/11/2012,21524.36,2030.32,12836.89,5752.03,7184.71,1391.03
20/11/2012,21228.28,2008.92,12788.51,5748.1,7172.99,1387.81
19/11/2012,21262.06,2016.98,12795.96,5737.66,7123.84,1386.89
16/11/2012,21159.01,2014.72,12588.31,5605.59,6950.53,1359.88
15/11/2012,21108.93,2030.29,12542.38,5677.75,7043.42,1353.33
14/11/2012,21441.99,2055.42,12570.95,5722.01,7101.92,1355.49
13/11/2012,21188.65,2047.89,12756.18,5786.25,7169.12,1374.53
12/11/2012,21430.3,2079.27,12815.08,5767.27,7168.76,1380.03
9/11/2012,21384.38,2069.07,12815.39,5769.68,7163.5,1379.85
8/11/2012,21566.91,2071.51,12811.32,5776.05,7204.96,1377.51
7/11/2012,22099.85,2105.73,12932.73,5791.63,7232.83,1394.53
6/11/2012,21944.43,2106,13245.68,5884.9,7377.76,1428.39
5/11/2012,22006.4,2114.03,13112.44,5839.06,7326.47,1417.26
2/11/2012,22111.33,2117.05,13093.16,5868.55,7363.85,1414.2
1/11/2012,21821.87,2104.43,13232.62,5861.92,7335.67,1427.59
31/10/2012,21641.82,2068.88,13096.46,5782.7,7260.63,1412.16
26/10/2012,21545.57,2066.21,13107.21,5806.71,7231.85,1411.94
25/10/2012,21810.23,2101.58,13103.68,5805.05,7200.23,1412.97
24/10/2012,21763.78,2115.99,13077.34,5804.78,7192.85,1408.75
22/10/2012,21697.55,2132.76,13345.89,5882.91,7328.05,1433.82
19/10/2012,21551.76,2128.3,13343.51,5896.15,7380.64,1433.19
18/10/2012,21518.71,2131.69,13548.94,5917.05,7437.23,1457.34
17/10/2012,21416.64,2105.62,13557,5910.91,7394.55,1460.91
16/10/2012,21207.07,2098.81,13551.78,5870.54,7376.27,1454.92
15/10/2012,21148.25,2098.7,13424.23,5805.61,7261.25,1440.13
12/10/2012,21136.43,2104.93,13328.85,5793.32,7232.49,1428.59
11/10/2012,20999.05,2102.87,13326.39,5829.75,7281.7,1432.84
10/10/2012,20919.6,2119.94,13344.97,5776.71,7205.23,1432.56
9/10/2012,20937.28,2115.23,13473.53,5810.25,7234.53,1441.48
8/10/2012,20824.56,2074.42,13583.65,5841.74,7291.21,1455.88
28/9/2012,20840.38,2086.17,13437.13,5742.07,7216.15,1440.67
27/9/2012,20762.29,2056.32,13485.97,5779.42,7290.02,1447.15
26/9/2012,20527.73,2004.17,13413.51,5768.09,7276.51,1433.32
25/9/2012,20698.68,2029.29,13457.55,5859.71,7425.11,1441.59
24/9/2012,20694.7,2033.19,13558.92,5838.84,7413.16,1456.89
21/9/2012,20734.94,2026.69,13579.47,5852.62,7451.62,1460.15
20/9/2012,20590.92,2024.84,13596.93,5854.64,7389.49,1460.26
19/9/2012,20841.91,2067.83,13577.96,5888.48,7390.76,1461.05
18/9/2012,20601.93,2059.54,13564.64,5868.16,7347.69,1459.32
17/9/2012,20658.11,2078.5,13553.1,5893.52,7403.69,1461.19
14/9/2012,20629.78,2123.85,13593.37,5915.55,7412.13,1465.77
13/9/2012,20047.63,2110.38,13539.86,5819.92,7310.32,1459.99
12/9/2012,20075.39,2126.55,13333.35,5782.08,7343.53,1436.56
11/9/2012,19857.88,2120.55,13323.36,5792.19,7310.11,1433.56
10/9/2012,19827.17,2134.89,13254.29,5793.2,7213.7,1429.08
7/9/2012,19802.16,2127.76,13306.64,5794.8,7214.5,1437.92
6/9/2012,19209.3,2051.92,13292,5777.34,7167.33,1432.12
5/9/2012,19145.07,2037.68,13047.48,5657.86,6964.69,1403.44
4/9/2012,19429.91,2043.65,13035.94,5672.01,6932.58,1404.94
31/8/2012,19482.57,2047.52,13090.84,5711.48,6970.79,1406.58
30/8/2012,19552.91,2052.58,13000.71,5719.45,6895.49,1399.48
29/8/2012,19788.51,2053.23,13107.48,5743.53,7010.57,1410.49
28/8/2012,19811.8,2073.15,13102.99,5775.71,7002.68,1409.3
24/8/2012,19880.03,2092.1,13157.97,5776.6,6971.07,1411.13
23/8/2012,20132.24,2113.07,13057.46,5776.6,6949.57,1402.08
22/8/2012,19887.78,2107.71,13172.76,5774.2,7017.75,1413.49
21/8/2012,20100.09,2118.27,13203.58,5857.52,7089.32,1413.17
20/8/2012,20104.27,2106.96,13271.64,5824.37,7033.68,1418.13
17/8/2012,20116.07,2114.89,13275.2,5852.42,7040.88,1418.16
16/8/2012,19962.95,2112.2,13250.11,5834.51,6996.29,1415.51
15/8/2012,20052.29,2118.94,13164.78,5833.04,6946.8,1405.53
14/8/2012,20291.68,2142.52,13172.14,5864.78,6974.39,1403.93
13/8/2012,20081.36,2136.08,13169.43,5831.88,6909.68,1404.11
10/8/2012,20136.12,2168.81,13207.95,5847.11,6944.56,1405.87
9/8/2012,20269.47,2174.1,13165.19,5851.51,6964.99,1402.8
8/8/2012,20065.52,2160.99,13175.64,5845.92,6966.15,1402.22
7/8/2012,20072.55,2157.62,13168.6,5841.24,6967.95,1401.35
6/8/2012,19998.72,2154.92,13117.51,5808.77,6918.72,1394.23
3/8/2012,19666.18,2132.8,13096.17,5787.28,6865.66,1390.99
2/8/2012,19690.2,2111.18,12878.88,5662.3,6606.09,1365
1/8/2012,19820.38,2123.36,12971.06,5712.82,6754.46,1375.14
31/7/2012,19796.81,2103.63,13008.68,5635.28,6772.26,1379.32
30/7/2012,19585.4,2109.91,13073.01,5693.63,6774.06,1385.3
27/7/2012,19274.96,2128.76,13075.66,5627.21,6689.4,1385.97
26/7/2012,18892.79,2126,12887.93,5573.16,6582.96,1360.02
25/7/2012,18877.33,2136.15,12676.05,5498.32,6406.52,1337.89
24/7/2012,18903.2,2146.59,12617.32,5499.23,6390.41,1338.31
23/7/2012,19053.47,2141.4,12721.46,5533.87,6419.33,1350.52
20/7/2012,19640.8,2168.64,12822.57,5651.77,6630.02,1362.66
19/7/2012,19559.05,2184.84,12943.36,5714.19,6758.39,1376.51
18/7/2012,19239.88,2169.1,12908.7,5685.77,6684.42,1372.78
17/7/2012,19455.33,2161.19,12805.54,5629.09,6577.64,1363.67
16/7/2012,19121.34,2147.96,12727.21,5662.43,6565.72,1353.64
13/7/2012,19092.63,2185.89,12777.09,5666.13,6557.1,1356.78
12/7/2012,19025.11,2185.49,12573.27,5608.25,6419.35,1334.76
11/7/2012,19419.87,2175.38,12604.53,5664.48,6453.85,1341.45
10/7/2012,19396.36,2164.44,12653.12,5664.07,6438.33,1341.47
9/7/2012,19428.09,2170.81,12736.29,5627.33,6387.57,1352.46
6/7/2012,19800.64,2223.58,12772.47,5662.63,6410.11,1354.68
5/7/2012,19809.13,2201.35,12896.67,5692.63,6535.56,1367.58
3/7/2012,19735.53,2229.19,12943.82,5687.73,6578.21,1374.02
29/6/2012,19441.46,2225.43,12880.09,5571.15,6416.28,1362.16
28/6/2012,19025.27,2195.84,12602.26,5493.06,6149.91,1329.04
27/6/2012,19176.95,2216.93,12627.01,5523.92,6228.99,1331.85
26/6/2012,18981.84,2222.07,12534.67,5446.96,6136.69,1319.99
25/6/2012,18897.45,2224.11,12502.66,5450.65,6132.39,1313.72
21/6/2012,19265.07,2260.88,12573.57,5566.36,6343.13,1325.51
20/6/2012,19518.85,2292.88,12824.39,5622.29,6392.13,1355.69
19/6/2012,19416.67,2300.8,12837.33,5586.31,6363.36,1357.98
18/6/2012,19427.81,2316.05,12741.82,5491.09,6248.2,1344.78
15/6/2012,19233.94,2306.85,12767.17,5478.81,6229.41,1342.84
14/6/2012,18808.4,2295.95,12651.91,5467.05,6138.61,1329.1
13/6/2012,19026.52,2318.92,12496.38,5483.81,6152.49,1314.88
12/6/2012,18872.56,2289.79,12573.8,5473.74,6161.24,1324.18
11/6/2012,18953.63,2305.86,12411.23,5432.37,6141.05,1308.93
8/6/2012,18502.34,2281.45,12554.2,5435.08,6130.82,1325.66
7/6/2012,18678.29,2293.13,12460.96,5447.79,6144.22,1314.99
6/6/2012,18520.53,2309.55,12414.79,5384.11,6093.99,1315.13
1/6/2012,18558.34,2373.44,12118.57,5260.19,6050.29,1278.04
31/5/2012,18629.52,2372.23,12393.45,5320.86,6264.38,1310.33
30/5/2012,18690.22,2384.67,12419.86,5297.28,6280.8,1313.32
29/5/2012,19055.46,2389.64,12580.69,5391.14,6396.84,1332.42
25/5/2012,18713.41,2333.55,12454.83,5351.53,6339.94,1317.82
24/5/2012,18666.4,2350.97,12529.75,5350.05,6315.89,1320.68
23/5/2012,18786.19,2363.44,12496.15,5266.41,6285.75,1318.86
22/5/2012,19039.15,2373.31,12502.81,5403.28,6435.6,1316.63
21/5/2012,18922.32,2348.3,12504.48,5304.48,6331.04,1315.99
18/5/2012,18951.85,2344.52,12369.38,5267.62,6271.22,1295.22
17/5/2012,19200.93,2378.89,12442.49,5338.38,6308.96,1304.86
16/5/2012,19259.83,2346.19,12598.55,5405.25,6384.26,1324.8
15/5/2012,19894.31,2374.84,12632,5437.62,6401.06,1330.66
14/5/2012,19735.04,2380.73,12695.35,5465.52,6451.97,1338.35
11/5/2012,19964.63,2394.98,12820.6,5575.52,6579.93,1353.39
10/5/2012,20227.28,2410.23,12855.04,5543.95,6518,1357.99
9/5/2012,20330.64,2408.59,12835.06,5530.05,6475.31,1354.58
8/5/2012,20484.75,2448.88,12932.09,5554.55,6444.74,1363.72
4/5/2012,21086,2452.01,13038.27,5655.06,6561.47,1369.1
3/5/2012,21249.53,2440.08,13206.59,5766.55,6694.44,1391.57
2/5/2012,21309.08,2438.44,13268.57,5758.11,6710.77,1402.31
27/4/2012,20741.45,2396.32,13228.31,5777.11,6801.32,1403.36
26/4/2012,20809.71,2404.7,13204.62,5748.72,6739.9,1399.98
25/4/2012,20646.29,2406.81,13090.72,5718.89,6704.5,1390.69
24/4/2012,20677.16,2388.83,13001.56,5709.49,6590.41,1371.97
23/4/2012,20624.39,2388.59,12927.17,5665.57,6523,1366.94
20/4/2012,21010.64,2406.86,13029.26,5772.15,6750.12,1378.53
19/4/2012,20995.01,2378.63,12964.1,5744.55,6671.22,1376.92
18/4/2012,20780.73,2380.85,13032.75,5745.29,6732.03,1385.14
17/4/2012,20562.31,2334.98,13115.54,5766.95,6801,1390.78
16/4/2012,20610.64,2357.03,12921.41,5666.28,6625.19,1369.57
13/4/2012,20701.04,2359.16,12849.59,5651.79,6583.9,1370.26
12/4/2012,20327.32,2350.86,12986.58,5710.46,6743.24,1387.57
11/4/2012,20140.67,2308.92,12805.39,5634.74,6674.73,1368.71
